Endereco;VlrCond;Garagem;Preco;Quarto;M2;Bairro;Cidade;Latitude;Longitude
Rua Geraldo Moreira dos Santos;0;2;360000;3;150;Ceu Azul;Belo Horizonte;-19.8230918;-44.081338
Rua Janete Clair;0;0;450000;1;360;Santa Monica;Belo Horizonte;-19.8231322;-43.9767128
Rua Sao Sebastiao do Maranhao;30;1;180000;2;54;Jardim Leblon;Belo Horizonte;-19.8232454;-43.9891017
Rua Sao Sebastiao do Maranhao;80;1;185000;2;47;Jardim Leblon;Belo Horizonte;-19.8232454;-43.9891017
Rua das Tangerinas;550;2;385000;3;80;Vila Cloris;Belo Horizonte;-19.823478;-43.9484088
Rua Jose Sanguinete;0;0;159000;2;48;Sao Joao Batista;Belo Horizonte;-19.823625;-43.9589527
Rua Jose Sanguinete 185;0;0;165000;2;67;Venda Nova;Belo Horizonte;-19.823625;-43.9589527
Rua Jose Sanguinete;180;1;270000;3;120;Sao Joao Batista;Belo Horizonte;-19.823625;-43.9589527
Rua Clelia;230;1;230000;2;93;Sinimbu;Belo Horizonte;-19.8236979;-43.9806853
Rua Clelia;0;3;790000;3;360;Sinimbu;Belo Horizonte;-19.8236979;-43.9806853
Rua Antonio Jose dos Santos;0;5;498000;2;360;Ceu Azul;Belo Horizonte;-19.8237748;-43.9965384
Rua Augusto Franco;0;2;315000;3;120;Sao Joao Batista;Belo Horizonte;-19.8240171;-43.9605181
Rua Augusto Franco;10;2;399000;3;80;Sao Joao Batista;Belo Horizonte;-19.8240171;-43.9605181
Rua Augusto Franco;10;2;485000;4;95;Sao Joao Batista;Belo Horizonte;-19.8240171;-43.9605181
Rua Augusto Franco;10;3;505000;4;95;Sao Joao Batista;Belo Horizonte;-19.8240171;-43.9605181
Rua Augusto Franco;10;2;750000;4;238;Sao Joao Batista;Belo Horizonte;-19.8240171;-43.9605181
Rua Augusto Franco;0;3;850000;4;250;Sao Joao Batista;Belo Horizonte;-19.8240171;-43.9605181
Rua Mosaico;10;1;220000;2;44;Santa Monica;Belo Horizonte;-19.8242336;-43.9748173
Rua Ari Veiga Pinto;0;2;315000;2;51;Sao Joao Batista;Belo Horizonte;-19.8242528;-43.9647915
Rua Ari Veiga Pinto;0;3;550000;3;90;Sao Joao Batista;Belo Horizonte;-19.8242528;-43.9647915
Rua dos Crenaques;213;1;155000;2;49;Santa Monica;Belo Horizonte;-19.8244126;-43.9812155
Rua dos Crenaques;250;2;490000;3;154;Santa Monica;Belo Horizonte;-19.8244126;-43.9812155
Rua Newton Pinto de Souza;10;2;345000;3;59;Santa Monica;Belo Horizonte;-19.8245133;-43.9758532
Rua Newton Pinto de Souza;0;2;345000;3;59;Santa Monica;Belo Horizonte;-19.8245133;-43.9758532
Rua Newton Pinto de Souza;0;3;850000;3;399;Santa Monica;Belo Horizonte;-19.8245133;-43.9758532
Rua Marrocos;0;0;200000;3;61;Parque Leblon;Belo Horizonte;-19.8245577;-43.9930228
Rua Marrocos;0;1;230000;2;56;Jardim Leblon;Belo Horizonte;-19.8245577;-43.9930228
Rua Senhora da Abadia;10;2;450000;2;94;Santa Monica;Belo Horizonte;-19.8245629;-43.9833378
Rua Senhora da Abadia;0;2;450000;3;120;Santa Monica;Belo Horizonte;-19.8245629;-43.9833378
Rua Jose Martinho Coelho 00;0;4;900000;5;419;Santa Monica;Belo Horizonte;-19.8245856;-43.9819001
Rua Lirica 00;0;1;345000;3;110;Santa Monica;Belo Horizonte;-19.8245952;-43.9756337
Rua das Fragatas;0;4;1200000;5;268;Vila Cloris;Belo Horizonte;-19.8246847;-43.9460312
Rua dos Pardais;0;2;478000;3;90;Vila Cloris;Belo Horizonte;-19.8247394;-43.9509916
Rua dos Pardais;0;1;499000;3;127;Vila Cloris;Belo Horizonte;-19.8247394;-43.9509916
Rua dos Pardais;0;2;499000;3;127;Vila Cloris;Belo Horizonte;-19.8247394;-43.9509916
Rua dos Pardais;0;1;620000;3;99;Vila Cloris;Belo Horizonte;-19.8247394;-43.9509916
Rua dos Pardais 36;0;3;620000;3;100;Vila Cloris;Belo Horizonte;-19.8247394;-43.9509916
Rua Miguel Augusto da Silva;0;4;850000;3;216;Sao Joao Batista;Belo Horizonte;-19.8251477;-43.9646894
Rua Jose Fernandes dos Reis;0;1;225000;2;48;Santa Monica;Belo Horizonte;-19.825318;-43.974998
Rua Jose Fernandes dos Reis;10;2;450000;3;60;Santa Monica;Belo Horizonte;-19.825318;-43.974998
Rua Coronel Antonio Lopes Coelho;10;1;205900;2;60;Parque Leblon;Belo Horizonte;-19.8254968;-43.9863408
Rua Antonio de Sa;100;1;250000;2;70;Santa Monica;Belo Horizonte;-19.8255979;-43.97435
Rua dos Jacamins;0;1;225000;3;67;Vila Cloris;Belo Horizonte;-19.8256309;-43.9493703
Rua dos Javaes;0;1;370000;2;70;Santa Monica;Belo Horizonte;-19.8256449;-43.9822843
Rua Francisco Augusto Rocha 101;331;1;280000;2;56;Planalto;Belo Horizonte;-19.8259057;-43.9535056
Rua Francisco Augusto Rocha;0;2;300000;3;82;Planalto;Belo Horizonte;-19.8259057;-43.9535056
Rua Francisco Augusto Rocha 101;423;1;330000;3;69;Planalto;Belo Horizonte;-19.8259057;-43.9535056
Rua Francisco Augusto Rocha 1;500;2;345000;3;65;Planalto;Belo Horizonte;-19.8259057;-43.9535056
Rua Francisco Augusto Rocha;500;2;360000;3;104;Planalto;Belo Horizonte;-19.8259057;-43.9535056
Rua Francisco Augusto Rocha 101;400;2;399000;3;69;Planalto;Belo Horizonte;-19.8259057;-43.9535056
Rua Polonia;0;3;320000;2;65;Jardim Leblon;Belo Horizonte;-19.8262206;-43.9922067
Rua Polonia 444;0;3;460000;3;180;Jardim Leblon;Belo Horizonte;-19.8262206;-43.9922067
Rua Polonia;10;2;500000;3;140;Copacabana;Belo Horizonte;-19.8262206;-43.9922067
Rua Polonia;0;2;500000;3;80;Copacabana;Belo Horizonte;-19.8262206;-43.9922067
Rua Polonia;0;2;500000;3;108;Copacabana;Belo Horizonte;-19.8262206;-43.9922067
Rua Polonia;0;2;500000;3;150;Parque Leblon;Belo Horizonte;-19.8262206;-43.9922067
Rua Geralda Marinho;170;1;385000;2;95;Sao Joao Batista;Belo Horizonte;-19.8262781;-43.9654164
Rua Joao Luiz Pereira;0;3;600000;3;137;Sao Joao Batista;Belo Horizonte;-19.8262781;-43.9654164
Rua Geralda Marinho;0;3;650000;4;291;Sao Joao Batista;Belo Horizonte;-19.8262781;-43.9654164
Rua dos Bororos;10;1;240000;2;49;Santa Monica;Belo Horizonte;-19.8264704;-43.982759
Rua dos Bororos;0;1;253000;2;60;Santa Monica;Belo Horizonte;-19.8264704;-43.982759
Rua dos Bororos;10;1;260000;2;52;Santa Monica;Belo Horizonte;-19.8264704;-43.982759
Rua dos Bororos;404;1;280000;3;60;Santa Monica;Belo Horizonte;-19.8264704;-43.982759
Rua dos Bororos;1;1;310000;2;90;Santa Monica;Belo Horizonte;-19.8264704;-43.982759
Rua dos Bororos;10;1;310000;2;49;Santa Monica;Belo Horizonte;-19.8264704;-43.982759
Rua dos Bororos;10;1;380000;2;104;Santa Monica;Belo Horizonte;-19.8264704;-43.982759
Rua dos Bororos;1;4;469000;3;53;Santa Monica;Belo Horizonte;-19.8264704;-43.982759
Rua dos Bororos;0;4;469000;3;51;Santa Monica;Belo Horizonte;-19.8264704;-43.982759
Rua Alzira Maria Ferreira;10;3;1490000;4;355;Santa Monica;Belo Horizonte;-19.8266076;-43.9784995
Rua dos Periquitos;150;1;285000;2;80;Vila Cloris;Belo Horizonte;-19.8266693;-43.9454967
Rua dos Periquitos;10;1;300000;2;48;Vila Cloris;Belo Horizonte;-19.8266693;-43.9454967
Rua Alga Verde;0;2;590000;3;210;Jardim Guanabara;Belo Horizonte;-19.8267018;-43.9392686
Rua Silva Xavier;150;1;140000;2;52;Jardim Leblon;Belo Horizonte;-19.8268583;-43.9868427
Rua Albatroz;210;1;259000;3;70;Vila Cloris;Belo Horizonte;-19.82716;-43.9468803
Rua Doutor Antonio Goncalves de Matos;120;2;550000;4;194;Santa Monica;Belo Horizonte;-19.8274177;-43.9706836
Rua Conceicao de Itapema;10;4;700000;3;132;Jardim Leblon;Belo Horizonte;-19.8274937;-43.9867698
Rua Jose Joaquim dos Santos;0;4;850000;3;160;Ceu Azul;Belo Horizonte;-19.8276092;-43.9950653
Rua Padre Willian Silva;10;2;469000;2;119;Planalto;Belo Horizonte;-19.8279808;-43.9547206
Rua Padre Willian Silva;10;2;499000;2;50;Planalto;Belo Horizonte;-19.8279808;-43.9547206
Rua Padre Willian Silva;300;2;621000;3;130;Planalto;Belo Horizonte;-19.8279808;-43.9547206
Rua Padre Willian Silva;10;3;739000;4;108;Planalto;Belo Horizonte;-19.8279808;-43.9547206
Rua Padre Willian Silva;0;2;740000;4;108;Planalto;Belo Horizonte;-19.8279808;-43.9547206
Rua Padre Willian Silva;0;2;760000;4;108;Planalto;Belo Horizonte;-19.8279808;-43.9547206
Rua Padre Willian Silva;10;3;769000;4;108;Planalto;Belo Horizonte;-19.8279808;-43.9547206
Rua Padre Willian Silva;10;3;809000;4;108;Planalto;Belo Horizonte;-19.8279808;-43.9547206
Rua Padre Willian Silva;300;2;811000;3;150;Planalto;Belo Horizonte;-19.8279808;-43.9547206
Rua Santa Rita do Itueto;0;1;175000;2;56;Jardim Leblon;Belo Horizonte;-19.8281164;-43.9866984
Rua Santa Rita do Itueto;10;4;499000;4;264;Jardim Leblon;Belo Horizonte;-19.8281164;-43.9866984
Rua Santo Antonio;0;1;145000;2;45;Sao Joao Batista;Belo Horizonte;-19.8282851;-44.0698
Rua Santo Antonio;200;1;153000;2;59;Sao Joao Batista;Belo Horizonte;-19.8282851;-44.0698
Rua Santo Antonio;198;1;155000;2;50;Sao Joao Batista;Belo Horizonte;-19.8282851;-44.0698
Rua Santo Antonio;50;1;300000;3;75;Sao Joao Batista;Belo Horizonte;-19.8282851;-44.0698
Rua Monsenhor Negromonte;0;4;1100000;3;260;Planalto;Belo Horizonte;-19.8283123;-43.9569634
Rua Monsenhor Negromonte;0;2;595000;3;98;Planalto;Belo Horizonte;-19.8283123;-43.9569634
Rua Monsenhor Negromonte 00;0;2;811000;3;150;Planalto;Belo Horizonte;-19.8283123;-43.9569634
Rua Alga Vermelha;270;1;340000;3;70;Floramar;Belo Horizonte;-19.8284095;-43.9397953
Rua Alga Vermelha 120;389;1;420000;3;79;Jardim Guanabara;Belo Horizonte;-19.8284095;-43.9397953
Rua Alga Vermelha;400;1;470000;3;124;Jardim Guanabara;Belo Horizonte;-19.8284095;-43.9397953
Rua Coronel Leri Santos 45;0;5;970000;4;245;Planalto;Belo Horizonte;-19.8284599;-43.9559966
Rua Doutor Alvaro Camargos 284;200;1;149000;2;45;Sao Joao Batista;Belo Horizonte;-19.8285373;-43.9625532
Rua Doutor Alvaro Camargos;340;1;160000;2;50;Sao Joao Batista;Belo Horizonte;-19.8285373;-43.9625532
Rua Maciel de Paiva;0;3;850000;3;145;Santa Monica;Belo Horizonte;-19.8286105;-43.9754778
Rua Norte;0;3;570000;3;120;Santa Branca;Belo Horizonte;-19.8286434;-43.9689168
Rua Norte;0;3;570000;3;90;Santa Branca;Belo Horizonte;-19.8286434;-43.9689168
Rua Ana Dias Duarte;0;2;430000;3;77;Jardim Guanabara;Belo Horizonte;-19.82866;-43.9404417
Rua Antonio Ferreira de Barros 461;1;2;222000;2;59;Ceu Azul;Belo Horizonte;-19.8286929;-43.9959596
Rua Antonio Ferreira de Barros;0;2;399000;2;55;Ceu Azul;Belo Horizonte;-19.8286929;-43.9959596
Rua Sao Pedro do Avai;80;1;190000;2;49;Santa Branca;Belo Horizonte;-19.828724;-43.9635477
Rua Beija-Flor;0;2;480000;3;85;Planalto;Belo Horizonte;-19.8288031;-43.9499607
Rua Padre Quintiliano Borges;50;1;245000;2;70;Santa Monica;Belo Horizonte;-19.8288319;-43.9740974
Avenida Francisco Negrao de Lima;0;2;299999;3;180;Ceu Azul;Belo Horizonte;-19.8288663;-43.9972386
Rua Osorio Duque Estrada 0;0;1;243490;2;37;Planalto;Belo Horizonte;-19.8289019;-43.9448977
Rua Osorio Duque Estrada;0;1;245900;2;49;Planalto;Belo Horizonte;-19.8289019;-43.9448977
Rua dos Coroados;0;8;1200000;4;337;Santa Monica;Belo Horizonte;-19.8289154;-43.9818309
Rua Caracol;500;1;480000;3;95;Cruzeiro;Belo Horizonte;-19.8290004;-44.074521
Rua Caracol 44;500;1;480000;3;96;Cruzeiro;Belo Horizonte;-19.8290004;-44.074521
Rua Caracol 22;0;1;665000;4;152;Cruzeiro;Belo Horizonte;-19.8290004;-44.074521
Rua Caracol 345;500;2;890000;4;132;Cruzeiro;Belo Horizonte;-19.8290004;-44.074521
Rua Fernando Ferrari;220;2;690000;3;130;Planalto;Belo Horizonte;-19.8290819;-43.9603694
Avenida General Olimpio Mourao Filho 0;0;2;980000;4;260;Itapoa;Belo Horizonte;-19.8291665;-43.9604664
Rua Alga Azul;630;1;240000;3;83;Floramar;Belo Horizonte;-19.8291846;-43.9387518
Rua dos Xavantes;260;1;265000;3;64;Santa Monica;Belo Horizonte;-19.8292699;-43.9785643
Rua dos Xavantes;0;6;600000;3;210;Santa Monica;Belo Horizonte;-19.8292699;-43.9785643
Rua dos Xavantes;0;1;650000;3;147;Santa Monica;Belo Horizonte;-19.8292699;-43.9785643
Rua dos Xavantes 00;0;2;650000;5;220;Santa Monica;Belo Horizonte;-19.8292699;-43.9785643
Rua Maria Regina de Jesus;10;4;650000;5;161;Ceu Azul;Belo Horizonte;-19.8293341;-44.004125
Rua Francisco Borgia Valle 1;1;2;639000;3;180;Santa Monica;Belo Horizonte;-19.8294456;-43.9734313
Rua Moura Costa;50;1;249000;2;65;Planalto;Belo Horizonte;-19.8296185;-43.9564773
Rua Navajos;0;2;650000;4;205;Santa Monica;Belo Horizonte;-19.8296506;-43.9756542
Avenida Doutor Cristiano Guimaraes;350;1;189000;2;59;Planalto;Belo Horizonte;-19.8297014;-43.95284
Rua dos Tumucumaques;250;1;225000;3;59;Santa Monica;Belo Horizonte;-19.8297531;-43.9776167
Rua dos Canoeiros 173;0;0;165500;1;213;Santa Monica;Belo Horizonte;-19.8297784;-43.9768455
Rua dos Canoeiros 00;0;3;1690000;4;360;Santa Monica;Belo Horizonte;-19.8297784;-43.9768455
Rua dos Zapotecas;1;1;269000;3;85;Santa Monica;Belo Horizonte;-19.8297784;-43.9768455
Rua dos Zapotecas;0;1;269000;3;70;Santa Monica;Belo Horizonte;-19.8297784;-43.9768455
Rua dos Zapotecas;0;1;269000;3;60;Santa Monica;Belo Horizonte;-19.8297784;-43.9768455
Avenida Deputado Anuar Menhen;0;1;180000;3;64;Santa Amalia;Belo Horizonte;-19.8298106;-43.9717578
Avenida Deputado Anuar Menhen;0;1;185000;3;60;Santa Amalia;Belo Horizonte;-19.8298106;-43.9717578
Avenida Deputado Anuar Menhen;319;1;240000;3;64;Santa Amalia;Belo Horizonte;-19.8298106;-43.9717578
Rua Orion Rigel Vigne 195;159;1;550;2;55;Floramar;Belo Horizonte;-19.8298218;-43.9327528
Rua Tapirapes;10;2;394000;3;62;Santa Monica;Belo Horizonte;-19.8299416;-43.9750398
Rua Tapirapes;0;2;420000;3;51;Santa Monica;Belo Horizonte;-19.8299416;-43.9750398
Rua Oscar Neto;0;2;290000;2;70;Santa Branca;Belo Horizonte;-19.8300651;-43.9694176
Rua Joaquim Pereira;350;1;189000;2;62;Santa Branca;Belo Horizonte;-19.8305143;-43.9668089
Rua Joaquim Pereira 1;350;1;199000;2;63;Santa Branca;Belo Horizonte;-19.8305143;-43.9668089
Rua Joaquim Pereira;0;2;700000;3;143;Santa Branca;Belo Horizonte;-19.8305143;-43.9668089
Rua dos Maues 0;0;5;690000;3;80;Santa Monica;Belo Horizonte;-19.8305444;-43.9820184
Rua dos Apaches 7;0;0;391162;1;237;Santa Monica;Belo Horizonte;-19.830563;-43.9802216
Rua do Carmelo;183;1;220000;3;73;Santa Monica;Belo Horizonte;-19.830669;-43.9686521
Rua do Carmelo;10;2;319000;3;70;Santa Branca;Belo Horizonte;-19.830669;-43.9686521
Rua do Carmelo;250;1;345000;4;87;Santa Branca;Belo Horizonte;-19.830669;-43.9686521
Rua do Carmelo;0;8;830000;4;300;Santa Monica;Belo Horizonte;-19.830669;-43.9686521
Rua Wenceslau Braz;80;1;289000;2;95;Jardim Leblon;Belo Horizonte;-19.8307998;-43.9881048
Rua Wenceslau Braz;0;1;570000;3;14;Copacabana;Belo Horizonte;-19.8307998;-43.9881048
Rua Professor Coelho Junior;0;1;550000;3;90;Planalto;Belo Horizonte;-19.8309933;-43.9571102
Rua Mario Batista da Costa;10;2;550000;3;100;Planalto;Belo Horizonte;-19.8311915;-43.9552307
Rua Mario Batista da Costa;200;4;890000;4;90;Planalto;Belo Horizonte;-19.8311915;-43.9552307
Praca Vicente Salles Rezende;200;2;360000;3;64;Planalto;Belo Horizonte;-19.8314004;-43.94287516008288
Rua Radialista Sheila Jordani 11;0;3;950000;3;300;Pampulha;Belo Horizonte;-19.8316021;-43.9985402
Rua Conego Trindade;0;0;142000;1;30;Copacabana;Belo Horizonte;-19.8316259;-43.9898756
Rua Conego Trindade;10;2;450000;3;99;Jardim Leblon;Belo Horizonte;-19.8316259;-43.9898756
Rua Mauricio Cardoso;250;1;240000;2;55;Planalto;Belo Horizonte;-19.8317143;-43.9445813
Rua Sao Joao da Vereda;130;1;225000;3;60;Santa Branca;Belo Horizonte;-19.8317443;-43.9660222
Rua Sao Joao da Vereda;0;2;850000;3;271;Santa Branca;Belo Horizonte;-19.8317443;-43.9660222
Rua Raimundo Nonato Nascimento;0;2;380000;3;152;Floramar;Belo Horizonte;-19.8317825;-43.9402801
Rua da Gameleira 22;0;2;439000;3;83;Santa Branca;Belo Horizonte;-19.8318091;-43.9703066
Rua dos Astecas;80;2;215000;2;138;Santa Monica;Belo Horizonte;-19.8318276;-43.9768727
Rua dos Comanches;154;1;165000;2;50;Santa Monica;Belo Horizonte;-19.8318594;-43.9772165
Rua dos Comanches;150;1;185000;3;84;Santa Monica;Belo Horizonte;-19.8318594;-43.9772165
Rua Tamboril;0;0;560000;1;440;Renascenca;Belo Horizonte;-19.8319147;-43.9217895
Rua Abigail Toledo de Gouveia 382;0;3;900000;4;509;Garcas;Belo Horizonte;-19.8319964;-44.003385
Rua Dom Sebastiao Leme;0;1;330000;2;57;Copacabana;Belo Horizonte;-19.8320751;-43.9879755
Rua Erico Verissimo;0;0;105000;1;25;Santa Monica;Belo Horizonte;-19.8320775;-43.9115276
Rua Erico Verissimo;230;1;220000;2;54;Santa Monica;Belo Horizonte;-19.8320775;-43.9115276
Rua Erico Verissimo;230;2;470000;3;139;Sao Joao Batista;Belo Horizonte;-19.8320775;-43.9115276
Rua Martinica 10;10;1;230000;2;56;Santa Branca;Belo Horizonte;-19.8321289;-43.9639884
Rua Martinica;450;1;250000;3;64;Santa Branca;Belo Horizonte;-19.8321289;-43.9639884
Rua Martinica;10;1;300000;3;65;Santa Branca;Belo Horizonte;-19.8321289;-43.9639884
Rua Martinica 155;328;1;360000;2;86;Santa Branca;Belo Horizonte;-19.8321289;-43.9639884
Rua Viveiros de Castro;10;1;215000;3;59;Copacabana;Belo Horizonte;-19.8322427;-43.9928668
Rua Viveiros de Castro 1;0;2;450000;3;180;Copacabana;Belo Horizonte;-19.8322427;-43.9928668
Rua Jose Benjamim de Castro;0;0;490000;1;360;Planalto;Belo Horizonte;-19.8322474;-43.9455853
Rua Mexico;0;1;180000;2;54;Copacabana;Belo Horizonte;-19.8323096;-43.9935167
Rua Mexico;0;1;235000;2;55;Ceu Azul;Belo Horizonte;-19.8323096;-43.9935167
Rua Mexico;0;1;235000;2;90;Jardim Leblon;Belo Horizonte;-19.8323096;-43.9935167
Avenida da Sinfonia;0;1;265000;2;64;Santa Amalia;Belo Horizonte;-19.8324277;-43.9722917
Avenida da Sinfonia;235;2;275000;2;67;Santa Amalia;Belo Horizonte;-19.8324277;-43.9722917
Rua Otilia Moreira 82;0;0;260000;3;75;Trevo;Belo Horizonte;-19.8325294;-44.124403
Rua Otilia Moreira 82;0;2;298000;3;176;Trevo;Belo Horizonte;-19.8325294;-44.124403
Rua Guerra Junqueiro;10;4;750000;3;117;Santa Branca;Belo Horizonte;-19.8326668;-43.968477
Rua Olavo Bilac;100;1;165000;2;55;Santa Monica;Belo Horizonte;-19.8327251;-43.9879042
Rua Olavo Bilac;150;1;175000;2;58;Santa Monica;Belo Horizonte;-19.8327251;-43.9879042
Rua Olavo Bilac;150;1;185000;2;49;Copacabana;Belo Horizonte;-19.8327251;-43.9879042
Rua Olavo Bilac;10;1;215000;2;45;Santa Monica;Belo Horizonte;-19.8327251;-43.9879042
Rua Olavo Bilac;0;1;240000;2;61;Santa Monica;Belo Horizonte;-19.8327251;-43.9879042
Rua Olavo Bilac;10;2;450000;3;132;Santa Monica;Belo Horizonte;-19.8327251;-43.9879042
Rua Olavo Bilac;0;2;450000;3;98;Copacabana;Belo Horizonte;-19.8327251;-43.9879042
Rua Olavo Bilac;10;2;570000;3;215;Santa Monica;Belo Horizonte;-19.8327251;-43.9879042
Rua Olavo Bilac;0;3;650000;3;122;Santa Monica;Belo Horizonte;-19.8327251;-43.9879042
Rua Boa Vista;0;4;600000;3;219;Sao Joao Batista;Belo Horizonte;-19.8327529;-43.9065338
Rua Boa Vista 117;0;4;600000;3;200;Sao Joao Batista;Belo Horizonte;-19.8327529;-43.9065338
Rua Ramalho Ortigao;0;1;235000;2;57;Santa Branca;Belo Horizonte;-19.8327541;-43.9664751
Rua Ramalho Ortigao;0;2;269000;2;55;Santa Branca;Belo Horizonte;-19.8327541;-43.9664751
Rua Ramalho Ortigao;10;2;275000;2;50;Santa Branca;Belo Horizonte;-19.8327541;-43.9664751
Rua Ramalho Ortigao;150;2;275000;2;43;Santa Branca;Belo Horizonte;-19.8327541;-43.9664751
Rua Ramalho Ortigao;10;2;303000;3;60;Santa Branca;Belo Horizonte;-19.8327541;-43.9664751
Rua Ramalho Ortigao;0;2;303000;3;60;Santa Branca;Belo Horizonte;-19.8327541;-43.9664751
Rua Ramalho Ortigao;1;2;315000;3;60;Santa Branca;Belo Horizonte;-19.8327541;-43.9664751
Rua Ramalho Ortigao;100;2;315000;3;60;Santa Branca;Belo Horizonte;-19.8327541;-43.9664751
Rua Ramalho Ortigao;10;1;360000;3;72;Santa Branca;Belo Horizonte;-19.8327541;-43.9664751
Rua Ramalho Ortigao;10;2;399000;2;50;Santa Branca;Belo Horizonte;-19.8327541;-43.9664751
Rua Ramalho Ortigao;1;2;420000;3;36;Santa Branca;Belo Horizonte;-19.8327541;-43.9664751
Rua Ramalho Ortigao;530;1;420000;3;95;Santa Branca;Belo Horizonte;-19.8327541;-43.9664751
Rua Ramalho Ortigao;10;2;429000;2;50;Santa Branca;Belo Horizonte;-19.8327541;-43.9664751
Rua Ramalho Ortigao;150;2;429000;2;60;Santa Branca;Belo Horizonte;-19.8327541;-43.9664751
Rua Ramalho Ortigao;1;2;510000;3;44;Santa Branca;Belo Horizonte;-19.8327541;-43.9664751
Rua Ramalho Ortigao;100;2;510000;3;77;Santa Branca;Belo Horizonte;-19.8327541;-43.9664751
Rua Ramalho Ortigao 649;0;3;740000;3;200;Santa Branca;Belo Horizonte;-19.8327541;-43.9664751
Rua Ramalho Ortigao;0;2;850000;3;214;Santa Branca;Belo Horizonte;-19.8327541;-43.9664751
Rua Olivia Maria de Jesus;0;4;540000;5;300;Floramar;Belo Horizonte;-19.8333087;-43.9362641
Avenida Jose Lopes Muradas 304;150;1;159900;2;45;Floramar;Belo Horizonte;-19.8333247;-43.9360337
Rua Terezinha Lopes de Azevedo;170;1;170000;2;60;Planalto;Belo Horizonte;-19.8333493;-43.9413883
Rua Terezinha Lopes de Azevedo;0;2;595000;3;220;Planalto;Belo Horizonte;-19.8333493;-43.9413883
Rua Dirceu Duarte Braga 377;0;1;169500;2;43;Trevo;Belo Horizonte;-19.8333674;-44.132479
Rua Joao Pinheiro 146;0;0;2400000;1;436;Centro;Belo Horizonte;-19.8334739;-43.8682044
Rua das Flores;450;2;580000;3;80;Nova Suica;Belo Horizonte;-19.8335549;-43.8939843
Rua Moreira Antunes;0;0;200000;2;100;Beija Flor;Belo Horizonte;-19.8336238;-43.8714023
Rua Norte de Minas;0;1;400000;2;60;Santa Amalia;Belo Horizonte;-19.8336462;-43.9791832
Rua Norte de Minas;0;5;680000;3;180;Santa Amalia;Belo Horizonte;-19.8336462;-43.9791832
Rua Norte de Minas;10;4;698000;3;130;Santa Amalia;Belo Horizonte;-19.8336462;-43.9791832
Rua General Patton;1;2;699000;3;105;Santa Amalia;Belo Horizonte;-19.8336462;-43.9791832
Rua General Patton;0;2;699000;3;105;Santa Amalia;Belo Horizonte;-19.8336462;-43.9791832
Rua General Patton 110;0;2;699000;3;140;Santa Amalia;Belo Horizonte;-19.8336462;-43.9791832
Rua General Patton;0;2;710000;3;105;Santa Amalia;Belo Horizonte;-19.8336462;-43.9791832
Rua Capitao Leonidio Soares;10;4;1700000;7;150;Planalto;Belo Horizonte;-19.8337566;-43.9431489
Rua Capitao Leonidio Soares;1;1;295000;3;70;Planalto;Belo Horizonte;-19.8337566;-43.9431489
Rua Capitao Leonidio Soares;10;2;298000;3;70;Planalto;Belo Horizonte;-19.8337566;-43.9431489
Rua Capitao Leonidio Soares;0;1;298000;3;70;Planalto;Belo Horizonte;-19.8337566;-43.9431489
Rua Capitao Leonidio Soares 0;0;1;298000;3;56;Planalto;Belo Horizonte;-19.8337566;-43.9431489
Rua Capitao Leonidio Soares 00;0;3;588000;5;222;Planalto;Belo Horizonte;-19.8337566;-43.9431489
Rua Capitao Leonidio Soares 368;0;4;750000;3;82;Planalto;Belo Horizonte;-19.8337566;-43.9431489
Rua Desembargador Lincoln Prates;0;2;448000;3;110;Itapoa;Belo Horizonte;-19.8337996;-43.9575819
Rua Desembargador Lincoln Prates;1;2;650000;3;130;Itapoa;Belo Horizonte;-19.8337996;-43.9575819
Rua Desembargador Lincoln Prates;1;3;670000;3;130;Itapoa;Belo Horizonte;-19.8337996;-43.9575819
Rua Eurico Lima Gil;1;2;270000;2;50;Santa Amalia;Belo Horizonte;-19.8338734;-43.9725381
Rua Eurico Lima Gil;1;1;385000;2;50;Santa Amalia;Belo Horizonte;-19.8338734;-43.9725381
Rua Carmo do Paranaiba;10;2;469000;3;63;Itapoa;Belo Horizonte;-19.8339545;-43.9638894
Rua Carmo do Paranaiba;10;2;619000;3;63;Itapoa;Belo Horizonte;-19.8339545;-43.9638894
Rua Carmo do Paranaiba;10;2;649000;3;63;Itapoa;Belo Horizonte;-19.8339545;-43.9638894
